AssetNumber,LocationID,GamingDateID,GamingDate,SlotMachineKey,Plays,DaysOnFloor,ActualCoinIn,MeteredCoinIn,ActualCoinOut,MeteredCoinOut,Jackpots,Variance,ActualSoftDrop,MeteredSoftDrop,ActualHardDrop,MeteredHardDrop,ActualTicketDrop,MeteredTicketDrop,ActualTotalDrop,MeteredTotalDrop,Fills,ActualTicketIn,MeteredTicketIn,ActualTicketOut,MeteredTicketOut,ExtraCreditUsed,Bonus,ActualWin,MeteredWin,TheoreticalWin,LeaseFees,ActualAdjustedWin,MeteredAdjustedWin,CasinoCode,ManualUpdate
102696,032601,7002,2014-03-03 00:00:00.000,26441,313,1,0.00,366.95,0.00,188.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,298.85,0.00,290.39,0.00,0.00,0.00,188.49,0.00,0.00,0.00,188.49,HRLV,0
101469,WHXXXX,4222,2006-07-23 00:00:00.000,25634,1765,1,0.00,1163.75,0.00,1876.93,1766.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
500251,033603,4550,2007-06-16 00:00:00.000,-1,22,1,0.00,51.00,0.00,31.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
101615,025803,4502,2007-04-29 00:00:00.000,-1,207,1,0.00,108.99,0.00,78.80,19.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
101720,042202,5497,2010-01-18 00:00:00.000,29215,165,1,0.00,115.20,0.00,86.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106.80,0.00,98.25,0.00,0.00,0.00,86.65,0.00,0.00,0.00,86.65,HRLV,0
102277,020406,7406,2015-04-11 00:00:00.000,25285,1834,1,0.00,306.35,0.00,290.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,204.64,0.00,377.65,0.00,0.00,0.00,290.36,0.00,0.00,0.00,290.36,HRLV,0
401118,010215,6722,2013-05-27 00:00:00.000,27944,20,1,0.00,10.75,0.00,11.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
500583,051604,8654,2018-09-10 00:00:00.000,28475,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,304.00,0.00,404.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
400659,040804,3484,2004-07-15 00:00:00.000,-1,1236,1,0.00,1203.75,0.00,1052.75,84.00,0.00,0.00,266.00,81.50,81.50,0.00,0.00,81.50,347.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
102418,036606,6377,2012-06-16 00:00:00.000,26465,3488,1,0.00,1991.32,0.00,1707.94,0.00,63.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,647.08,0.00,732.70,63.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
102990,022805,7341,2015-02-05 00:00:00.000,-1,41,1,0.00,34.25,0.00,234.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,472.13,0.00,705.78,0.00,0.00,0.00,234.90,0.00,0.00,0.00,234.90,HRLV,0
750022,061004,5651,2010-06-21 00:00:00.000,29679,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
401094,044403,7587,2015-10-09 00:00:00.000,25239,549,1,0.00,1117.25,0.00,1249.75,0.00,10.00,0.00,447.00,0.00,0.00,0.00,320.34,0.00,767.34,0.00,0.00,320.34,0.00,899.84,10.00,0.00,0.00,1239.75,0.00,0.00,0.00,1239.75,HRLV,0
103664,042901,8254,2017-08-06 00:00:00.000,30237,723,1,0.00,524.76,0.00,974.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.08,0.00,753.05,0.00,0.00,0.00,974.73,0.00,0.00,0.00,974.73,HRLV,0
400558,014005,3625,2004-12-03 00:00:00.000,-1,3287,1,0.00,4146.25,0.00,3884.25,373.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
401405,042402,7172,2014-08-20 00:00:00.000,28071,76,1,0.00,104.75,0.00,64.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,147.25,0.00,107.25,0.00,0.00,0.00,64.75,0.00,0.00,0.00,64.75,HRLV,0
401184,042004,6225,2012-01-16 00:00:00.000,25161,2317,1,0.00,20421.75,0.00,19130.25,0.00,135.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,123.50,135.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
400583,025405,4099,2006-03-22 00:00:00.000,-1,1709,1,0.00,2196.75,0.00,2079.75,469.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
103338,035601,8006,2016-12-01 00:00:00.000,26612,1828,1,0.00,2265.00,0.00,1728.65,0.00,15.00,0.00,605.00,0.00,0.00,0.00,598.52,0.00,1203.52,0.00,0.00,598.52,0.00,667.52,15.00,0.00,0.00,1713.65,0.00,0.00,0.00,1713.65,HRLV,0
401213,010802,6629,2013-02-23 00:00:00.000,24959,636,1,0.00,2055.00,0.00,1790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,913.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
103291,033407,7554,2015-09-06 00:00:00.000,25717,2230,1,0.00,114.02,0.00,100.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.08,0.00,33.04,0.00,0.00,0.00,100.26,0.00,0.00,0.00,100.26,HRLV,0
500099,WHXXXX,3501,2004-08-01 00:00:00.000,26084,140,1,0.00,214.00,0.00,182.00,276.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
103444,022205,8314,2017-10-05 00:00:00.000,26715,664,1,0.00,324.40,0.00,224.22,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,505.44,0.00,501.26,15.00,0.00,0.00,209.22,0.00,0.00,0.00,209.22,HRLV,0
300642,013603,6677,2013-04-12 00:00:00.000,30148,1779,1,0.00,1853.75,0.00,1587.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.70,0.00,32.10,0.00,0.00,0.00,1587.15,0.00,0.00,0.00,1587.15,HRLV,0
749999,VV0108,7156,2014-08-04 00:00:00.000,29656,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
500493,051006,6612,2013-02-06 00:00:00.000,27507,294,1,0.00,2560.00,0.00,2060.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2060.00,0.00,0.00,0.00,2060.00,HRLV,0
400938,042406,5740,2010-09-18 00:00:00.000,29957,884,1,0.00,1855.75,0.00,2024.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,387.75,0.00,856.75,0.00,0.00,0.00,2024.75,0.00,0.00,0.00,2024.75,HRLV,0
100237,WHXXXX,3257,2003-12-01 00:00:00.000,28778,1510,1,0.00,2723.00,0.00,3785.25,1630.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
400694,060112,5142,2009-01-28 00:00:00.000,26006,2087,1,0.00,3374.00,0.00,3389.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.00,0.00,550.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
500266,034002,4878,2008-05-09 00:00:00.000,-1,524,1,0.00,1587.00,0.00,1332.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132.00,0.00,182.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
102528,036103,6580,2013-01-05 00:00:00.000,24613,635,1,0.00,270.40,0.00,233.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.85,0.00,88.00,0.00,0.00,0.00,233.55,0.00,0.00,0.00,233.55,HRLV,0
300019,WHXXXX,2948,2003-01-26 00:00:00.000,23896,74,1,0.00,90.70,0.00,65.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
102241,042207,5948,2011-04-14 00:00:00.000,-1,992,1,0.00,430.41,0.00,278.44,0.00,3.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.47,0.00,121.50,3.56,0.00,0.00,274.88,0.00,0.00,0.00,274.88,HRLV,0
101894,040605,8510,2018-04-19 00:00:00.000,24392,894,1,0.00,1026.30,0.00,980.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,602.12,0.00,952.43,0.00,0.00,0.00,897.61,0.00,0.00,0.00,897.61,HRLV,0
500280,043805,8098,2017-03-03 00:00:00.000,24250,725,1,0.00,1351.00,0.00,1028.00,0.00,1.00,0.00,395.00,0.00,0.00,0.00,377.00,0.00,772.00,0.00,0.00,377.00,0.00,449.00,1.00,0.00,0.00,1027.00,0.00,0.00,0.00,1027.00,HRLV,0
650049,WHXXXX,4309,2006-10-18 00:00:00.000,24322,12,1,0.00,120.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
103200,033202,7391,2015-03-27 00:00:00.000,-1,240,1,0.00,198.00,0.00,177.53,0.00,0.00,0.00,76.00,0.00,0.00,0.00,75.75,0.00,151.75,0.00,0.00,75.75,0.00,131.28,0.00,0.00,0.00,177.53,0.00,0.00,0.00,177.53,HRLV,0
401456,050605,7792,2016-05-01 00:00:00.000,26651,177,1,0.00,2194.50,0.00,1863.25,0.00,0.00,0.00,900.00,0.00,0.00,0.00,0.00,0.00,900.00,0.00,0.00,0.00,0.00,568.75,0.00,0.00,0.00,1863.25,0.00,0.00,0.00,1863.25,HRLV,0
249999,VV0102,8666,2018-09-22 00:00:00.000,23833,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
103546,011101,8678,2018-10-04 00:00:00.000,28536,2139,1,0.00,2249.50,0.00,2135.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1024.96,0.00,1325.42,0.00,0.00,0.00,2135.96,0.00,0.00,0.00,2135.96,HRLV,0
500435,051402,5890,2011-02-15 00:00:00.000,26198,67,1,0.00,670.00,0.00,570.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,570.00,0.00,0.00,0.00,570.00,HRLV,0
102949,036202,7718,2016-02-17 00:00:00.000,24488,1104,1,0.00,4020.45,0.00,5188.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.98,0.00,1626.51,0.00,0.00,0.00,5188.98,0.00,0.00,0.00,5188.98,HRLV,0
401303,013201,7029,2014-03-30 00:00:00.000,30117,1085,1,0.00,2102.25,0.00,1990.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00,0.00,268.00,0.00,0.00,0.00,1990.25,0.00,0.00,0.00,1990.25,HRLV,0
100656,WHXXXX,3163,2003-08-29 00:00:00.000,29011,1818,1,0.00,2043.34,0.00,1737.45,45.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
102192,032202,7382,2015-03-18 00:00:00.000,-1,1833,1,0.00,1247.38,0.00,954.35,0.00,24.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,272.98,0.00,541.95,24.40,0.00,0.00,929.95,0.00,0.00,0.00,929.95,HRLV,0
102370,042209,5949,2011-04-15 00:00:00.000,-1,2993,1,0.00,776.70,0.00,613.60,0.00,15.00,0.00,161.00,0.00,0.00,0.00,66.33,0.00,227.33,0.00,0.00,66.33,0.00,73.73,15.00,0.00,0.00,598.60,0.00,0.00,0.00,598.60,HRLV,0
401228,043208,6088,2011-09-01 00:00:00.000,25944,145,1,0.00,108.50,0.00,67.50,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,64.75,0.00,0.00,0.00,67.50,0.00,0.00,0.00,67.50,HRLV,0
100128,WHXXXX,3068,2003-05-26 00:00:00.000,23387,99,1,0.00,257.40,0.00,234.90,27.90,0.00,0.00,3020.00,457.40,457.40,0.00,0.00,457.40,3477.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
300644,013605,7139,2014-07-18 00:00:00.000,30150,2014,1,0.00,1084.65,0.00,1143.75,0.00,23.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118.35,0.00,384.65,23.25,0.00,0.00,1110.50,0.00,0.00,0.00,1110.50,HRLV,0
500233,011404,3646,2004-12-24 00:00:00.000,-1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
101501,013609,4480,2007-04-07 00:00:00.000,-1,1602,1,0.00,467.57,0.00,368.09,272.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
102588,013404,6947,2014-01-07 00:00:00.000,30164,575,1,0.00,1472.35,0.00,1981.62,0.00,0.00,0.00,5.00,0.00,0.00,0.00,39.35,0.00,44.35,0.00,0.00,39.35,0.00,633.62,0.00,0.00,0.00,1664.90,0.00,0.00,0.00,1664.90,HRLV,0
101520,031008,4463,2007-03-21 00:00:00.000,-1,669,1,0.00,338.20,0.00,218.70,340.89,0.00,0.00,1951.00,2429.85,2429.85,0.00,0.00,2429.85,4380.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
100533,WHXXXX,3031,2003-04-19 00:00:00.000,23603,1,1,0.00,5.00,0.00,10.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
400611,034403,3154,2003-08-20 00:00:00.000,-1,2790,1,0.00,1936.25,0.00,1429.25,1178.00,0.00,0.00,4121.00,3753.50,3753.50,0.00,0.00,3753.50,7874.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
650202,050404,6740,2013-06-14 00:00:00.000,27497,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
103169,034803,7236,2014-10-23 00:00:00.000,30334,918,1,0.00,578.00,0.00,665.20,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,212.66,0.00,495.86,10.00,0.00,0.00,655.20,0.00,0.00,0.00,655.20,HRLV,0
400934,044202,5585,2010-04-16 00:00:00.000,28068,867,1,0.00,2072.50,0.00,1733.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.75,0.00,354.00,0.00,0.00,0.00,1733.75,0.00,0.00,0.00,1733.75,HRLV,0
103082,036801,7172,2014-08-20 00:00:00.000,24955,153,1,0.00,108.00,0.00,142.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,157.02,0.00,226.34,0.00,0.00,0.00,142.32,0.00,0.00,0.00,142.32,HRLV,0
102866,012602,6754,2013-06-28 00:00:00.000,29984,551,1,0.00,498.60,0.00,371.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,331.63,0.00,334.03,0.00,0.00,0.00,371.00,0.00,0.00,0.00,371.00,HRLV,0
101545,036007,6750,2013-06-24 00:00:00.000,27474,91,1,0.00,102.90,0.00,49.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.31,0.00,0.00,0.00,49.27,0.00,0.00,0.00,49.27,HRLV,0
102144,045602,5877,2011-02-02 00:00:00.000,-1,222,1,0.00,96.40,0.00,73.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,843.33,0.00,830.48,0.00,0.00,0.00,73.55,0.00,0.00,0.00,73.55,HRLV,0
101890,023906,5394,2009-10-07 00:00:00.000,24387,8,1,0.00,7.00,0.00,9.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.43,0.00,78.13,0.00,0.00,0.00,9.70,0.00,0.00,0.00,9.70,HRLV,0
102809,032804,6742,2013-06-16 00:00:00.000,24350,557,1,0.00,225.55,0.00,171.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.97,0.00,60.40,0.00,0.00,0.00,171.98,0.00,0.00,0.00,171.98,HRLV,0
500489,050602,6795,2013-08-08 00:00:00.000,27060,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
300671,027606,8298,2017-09-19 00:00:00.000,25138,993,1,0.00,1933.30,0.00,2018.20,0.00,0.00,0.00,383.00,0.00,0.00,0.00,20.00,0.00,403.00,0.00,0.00,20.00,0.00,487.90,0.00,0.00,0.00,2018.20,0.00,0.00,0.00,2018.20,HRLV,0
299999,VV0105,4840,2008-04-01 00:00:00.000,23876,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
500246,021902,4187,2006-06-18 00:00:00.000,-1,195,1,0.00,539.00,0.00,275.00,386.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
103450,023806,7964,2016-10-20 00:00:00.000,28523,287,1,0.00,358.80,0.00,234.55,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134.61,0.00,110.36,10.00,0.00,0.00,224.55,0.00,0.00,0.00,224.55,HRLV,0
400215,WHXXXX,3806,2005-06-02 00:00:00.000,29559,218,1,0.00,86.25,0.00,32.25,31.00,0.00,0.00,105.00,66.00,66.00,0.00,0.00,66.00,171.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
102204,033802,6173,2011-11-25 00:00:00.000,25694,2580,1,0.00,510.07,0.00,505.97,0.00,10.00,0.00,82.00,0.00,0.00,0.00,732.43,0.00,814.43,0.00,0.00,732.43,0.00,785.17,10.00,0.00,0.00,495.97,0.00,0.00,0.00,495.97,HRLV,0
200044,025202,7623,2015-11-14 00:00:00.000,25308,1742,1,0.00,3129.25,0.00,2242.25,1604.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94.00,0.00,87.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
102564,040403,6433,2012-08-11 00:00:00.000,24730,1335,1,0.00,924.72,0.00,739.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,246.24,0.00,379.99,0.00,0.00,0.00,739.47,0.00,0.00,0.00,739.47,HRLV,0
102058,031805,6147,2011-10-30 00:00:00.000,28190,736,1,0.00,336.15,0.00,196.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,324.44,0.00,302.19,0.00,0.00,0.00,196.90,0.00,0.00,0.00,196.90,HRLV,0
102553,033801,6390,2012-06-29 00:00:00.000,25687,684,1,0.00,329.89,0.00,187.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,177.03,0.00,118.53,0.00,0.00,0.00,187.39,0.00,0.00,0.00,187.39,HRLV,0
100687,WHXXXX,3591,2004-10-30 00:00:00.000,29042,1193,1,0.00,745.10,0.00,653.53,336.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
100720,WHXXXX,3353,2004-03-06 00:00:00.000,29075,1611,1,0.00,283.68,0.00,231.47,104.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
103520,030601,7909,2016-08-26 00:00:00.000,28573,560,1,0.00,484.00,0.00,320.57,0.00,0.00,0.00,286.00,0.00,0.00,0.00,476.06,0.00,762.06,0.00,0.00,476.06,0.00,598.63,0.00,0.00,0.00,296.74,0.00,0.00,0.00,296.74,HRLV,0
401371,020110,7236,2014-10-23 00:00:00.000,-1,653,1,0.00,601.00,0.00,559.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,164.50,0.00,0.00,0.00,559.50,0.00,0.00,0.00,559.50,HRLV,0
103168,034802,7623,2015-11-14 00:00:00.000,30333,700,1,0.00,455.00,0.00,674.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131.34,0.00,646.29,0.00,0.00,0.00,674.95,0.00,0.00,0.00,674.95,HRLV,0
401533,051203,8159,2017-05-03 00:00:00.000,26658,256,1,0.00,1920.00,0.00,1637.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,1117.50,0.00,0.00,0.00,1637.50,0.00,0.00,0.00,1637.50,HRLV,0
102506,037201,6393,2012-07-02 00:00:00.000,26221,115,1,0.00,52.40,0.00,111.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.85,0.00,97.61,0.00,0.00,0.00,111.16,0.00,0.00,0.00,111.16,HRLV,0
400871,053803,5644,2010-06-14 00:00:00.000,29861,1051,1,0.00,712.25,0.00,906.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.25,0.00,476.00,0.00,0.00,0.00,906.25,0.00,0.00,0.00,906.25,HRLV,0
800025,010602,3736,2005-03-24 00:00:00.000,-1,3,1,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
400642,044807,6872,2013-10-24 00:00:00.000,25942,776,1,0.00,377.25,0.00,619.25,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106.50,0.00,432.50,0.00,0.00,0.00,619.25,0.00,0.00,0.00,619.25,HRLV,0
650088,013202,4862,2008-04-23 00:00:00.000,29635,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
100261,WHXXXX,2927,2003-01-05 00:00:00.000,28802,475,1,0.00,458.75,0.00,372.00,103.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
401407,042404,7050,2014-04-20 00:00:00.000,28079,17,1,0.00,21.50,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,HRLV,0
101757,030607,4975,2008-08-14 00:00:00.000,-1,732,1,0.00,892.32,0.00,734.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220.86,0.00,395.70,0.00,0.00,0.00,734.16,0.00,0.00,0.00,734.16,HRLV,0
400572,014209,4644,2007-09-18 00:00:00.000,-1,181,1,0.00,482.00,0.00,366.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
100318,WHXXXX,3872,2005-08-07 00:00:00.000,28859,2728,1,0.00,5093.75,0.00,5406.75,962.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
102192,045002,6786,2013-07-30 00:00:00.000,-1,944,1,0.00,1399.61,0.00,2304.91,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.30,0.00,1264.60,7.00,0.00,0.00,2297.91,0.00,0.00,0.00,2297.91,HRLV,0
