AssetNumber,LocationID,GamingDateID,GamingDate,SlotMachineKey,Plays,DaysOnFloor,ActualCoinIn,MeteredCoinIn,ActualCoinOut,MeteredCoinOut,Jackpots,Variance,ActualSoftDrop,MeteredSoftDrop,ActualHardDrop,MeteredHardDrop,ActualTicketDrop,MeteredTicketDrop,ActualTotalDrop,MeteredTotalDrop,Fills,ActualTicketIn,MeteredTicketIn,ActualTicketOut,MeteredTicketOut,ExtraCreditUsed,Bonus,ActualWin,MeteredWin,TheoreticalWin,LeaseFees,ActualAdjustedWin,MeteredAdjustedWin,CasinoCode,ManualUpdate
401318,043409,6635,2013-03-01 00:00:00.000,24675,448,1,0.00,870.50,0.00,647.25,0.00,0.00,0.00,295.00,0.00,0.00,0.00,323.51,0.00,618.51,0.00,0.00,323.51,0.00,395.26,0.00,0.00,0.00,647.25,0.00,0.00,0.00,647.25,HRLV,0
100513,WHXXXX,3965,2005-11-08 00:00:00.000,23583,3,1,0.00,60.00,0.00,140.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
500273,034009,3959,2005-11-02 00:00:00.000,-1,312,1,0.00,1560.00,0.00,1310.00,3390.00,0.00,0.00,220.00,1491.00,1491.00,0.00,0.00,1491.00,1711.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
102691,012405,6706,2013-05-11 00:00:00.000,30093,505,1,0.00,530.00,0.00,381.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,395.71,0.00,249.65,0.00,0.00,0.00,351.55,0.00,0.00,0.00,351.55,HRLV,0
401033,043604,6475,2012-09-22 00:00:00.000,25241,694,1,0.00,685.00,0.00,558.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,0.00,64.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
200070,021404,8196,2017-06-09 00:00:00.000,24036,1041,1,0.00,1316.35,0.00,1231.35,0.00,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.40,0.00,338.40,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
102914,011806,7512,2015-07-26 00:00:00.000,30099,1417,1,0.00,657.86,0.00,414.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,615.51,0.00,635.76,0.00,0.00,0.00,414.11,0.00,0.00,0.00,414.11,HRLV,0
101551,021605,5437,2009-11-19 00:00:00.000,-1,430,1,0.00,150.96,0.00,142.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.10,0.00,142.25,0.00,0.00,0.00,142.11,0.00,0.00,0.00,142.11,HRLV,0
401347,021203,6616,2013-02-10 00:00:00.000,30054,3543,1,0.00,4038.25,0.00,3648.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,432.62,0.00,1263.87,0.00,0.00,0.00,3648.50,0.00,0.00,0.00,3648.50,HRLV,0
401120,010217,7102,2014-06-11 00:00:00.000,27950,29,1,0.00,7.75,0.00,6.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
200087,025201,8181,2017-05-25 00:00:00.000,24437,1486,1,0.00,4617.75,0.00,3995.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2162.38,0.00,1761.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
400660,040805,4257,2006-08-27 00:00:00.000,-1,546,1,0.00,508.00,0.00,421.75,66.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
400884,044201,7991,2016-11-16 00:00:00.000,29928,667,1,0.00,314.00,0.00,203.50,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,176.50,0.00,202.00,15.00,0.00,0.00,188.50,0.00,0.00,0.00,188.50,HRLV,0
101930,051605,5533,2010-02-23 00:00:00.000,-1,106,1,0.00,32.40,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.57,0.00,0.17,0.00,0.00,0.00,11.00,0.00,0.00,0.00,11.00,HRLV,0
101757,030607,5570,2010-04-01 00:00:00.000,-1,742,1,0.00,1221.60,0.00,1364.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.40,0.00,657.72,0.00,0.00,0.00,1364.92,0.00,0.00,0.00,1364.92,HRLV,0
401037,043608,6475,2012-09-22 00:00:00.000,29521,993,1,0.00,1066.50,0.00,1016.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,132.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
400987,044202,7373,2015-03-09 00:00:00.000,25953,300,1,0.00,220.25,0.00,170.25,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,327.50,0.00,372.50,5.00,0.00,0.00,165.25,0.00,0.00,0.00,165.25,HRLV,0
100267,WHXXXX,3437,2004-05-29 00:00:00.000,28808,3066,1,0.00,3751.25,0.00,3970.25,595.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
300667,025606,7590,2015-10-12 00:00:00.000,-1,2891,1,0.00,1348.85,0.00,1269.70,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.30,0.00,115.15,0.00,0.00,0.00,1247.90,0.00,0.00,0.00,1247.90,HRLV,0
401549,010404,8623,2018-08-10 00:00:00.000,42319,417,1,0.00,1129.50,0.00,809.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.75,0.00,0.00,0.00,809.25,0.00,0.00,0.00,809.25,HRLV,0
300625,044608,6580,2013-01-05 00:00:00.000,25218,1421,1,0.00,202.55,0.00,137.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.03,0.00,33.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
103387,025401,7957,2016-10-13 00:00:00.000,26693,1087,1,0.00,801.50,0.00,595.62,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,338.35,0.00,497.47,10.00,0.00,0.00,585.62,0.00,0.00,0.00,585.62,HRLV,0
401261,020105,6630,2013-02-24 00:00:00.000,24686,1098,1,0.00,1136.50,0.00,914.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,353.50,0.00,522.25,0.00,0.00,0.00,914.25,0.00,0.00,0.00,914.25,HRLV,0
103273,011603,7524,2015-08-07 00:00:00.000,24892,606,1,0.00,284.40,0.00,178.88,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,315.20,0.00,220.68,10.00,0.00,0.00,168.88,0.00,0.00,0.00,168.88,HRLV,0
102141,036405,6023,2011-06-28 00:00:00.000,28220,659,1,0.00,577.60,0.00,359.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,185.35,0.00,147.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
103068,033201,7128,2014-07-07 00:00:00.000,28366,155,1,0.00,159.00,0.00,310.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,586.58,0.00,778.05,0.00,0.00,0.00,310.47,0.00,0.00,0.00,310.47,HRLV,0
400466,WHXXXX,3661,2005-01-08 00:00:00.000,27733,4543,1,0.00,3319.75,0.00,2759.00,782.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
103124,034601,7763,2016-04-02 00:00:00.000,30275,408,1,0.00,304.20,0.00,211.55,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.82,0.00,175.17,5.00,0.00,0.00,206.55,0.00,0.00,0.00,206.55,HRLV,0
100667,WHXXXX,3540,2004-09-09 00:00:00.000,29022,1220,1,0.00,724.69,0.00,608.64,58.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
102077,040810,5835,2010-12-22 00:00:00.000,-1,129,1,0.00,124.80,0.00,67.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.91,0.00,15.25,0.00,0.00,0.00,67.14,0.00,0.00,0.00,67.14,HRLV,0
102439,031602,6066,2011-08-10 00:00:00.000,28278,393,1,0.00,266.40,0.00,173.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,123.41,0.00,120.01,0.00,0.00,0.00,173.00,0.00,0.00,0.00,173.00,HRLV,0
102422,020608,6051,2011-07-26 00:00:00.000,-1,1058,1,0.00,210.49,0.00,175.97,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.52,0.00,2.00,10.00,0.00,0.00,165.97,0.00,0.00,0.00,165.97,HRLV,0
101663,030203,4933,2008-07-03 00:00:00.000,-1,1327,1,0.00,467.09,0.00,368.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.30,0.00,325.75,0.00,0.00,0.00,368.70,0.00,0.00,0.00,368.70,HRLV,0
102058,031805,6187,2011-12-09 00:00:00.000,28190,842,1,0.00,613.65,0.00,434.95,0.00,0.00,0.00,235.00,0.00,0.00,0.00,263.88,0.00,498.88,0.00,0.00,263.88,0.00,320.18,0.00,0.00,0.00,434.95,0.00,0.00,0.00,434.95,HRLV,0
400390,WHXXXX,3730,2005-03-18 00:00:00.000,25904,1018,1,0.00,520.75,0.00,396.00,117.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
300344,022410,4640,2007-09-14 00:00:00.000,-1,1134,1,0.00,4591.40,0.00,4533.10,838.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
500448,028801,8039,2017-01-03 00:00:00.000,26396,230,1,0.00,1138.00,0.00,992.00,0.00,0.00,0.00,131.00,0.00,0.00,0.00,120.75,0.00,251.75,0.00,0.00,120.75,0.00,105.75,0.00,0.00,0.00,992.00,0.00,0.00,0.00,992.00,HRLV,0
102947,034403,7391,2015-03-27 00:00:00.000,30034,803,1,0.00,2420.40,0.00,2335.15,0.00,5.00,0.00,250.00,0.00,0.00,0.00,685.20,0.00,935.20,0.00,0.00,685.20,0.00,849.95,5.00,0.00,0.00,2330.15,0.00,0.00,0.00,2330.15,HRLV,0
103523,034203,7819,2016-05-28 00:00:00.000,28576,1739,1,0.00,3985.00,0.00,3731.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,424.03,0.00,1194.89,0.00,0.00,0.00,3420.15,0.00,0.00,0.00,3420.15,HRLV,0
500396,034001,5646,2010-06-16 00:00:00.000,24439,40,1,0.00,66.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
499999,VV0104,7116,2014-06-25 00:00:00.000,25033,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
103343,042703,8604,2018-07-22 00:00:00.000,39858,377,1,0.00,188.70,0.00,143.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.04,0.00,195.73,0.00,0.00,0.00,143.39,0.00,0.00,0.00,143.39,HRLV,0
101520,031008,5215,2009-04-11 00:00:00.000,-1,411,1,0.00,100.47,0.00,77.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.89,0.00,62.16,0.00,0.00,0.00,77.74,0.00,0.00,0.00,77.74,HRLV,0
401095,044404,8172,2017-05-16 00:00:00.000,25242,586,1,0.00,981.00,0.00,654.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,538.50,0.00,507.50,25.00,0.00,0.00,629.00,0.00,0.00,0.00,629.00,HRLV,0
500240,031209,4592,2007-07-28 00:00:00.000,-1,1058,1,0.00,5430.00,0.00,5345.00,510.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
401346,026202,7940,2016-09-26 00:00:00.000,30053,2206,1,0.00,2127.75,0.00,1560.75,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,435.78,0.00,469.78,0.00,0.00,0.00,1560.75,0.00,0.00,0.00,1560.75,HRLV,0
500093,WHXXXX,3580,2004-10-19 00:00:00.000,26078,1057,1,0.00,1652.00,0.00,1094.00,1995.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
500158,WHXXXX,3717,2005-03-05 00:00:00.000,26142,1688,1,0.00,3299.00,0.00,3255.00,3312.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
400865,044206,8023,2016-12-18 00:00:00.000,26999,234,1,0.00,284.50,0.00,252.50,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,93.00,15.00,0.00,0.00,237.50,0.00,0.00,0.00,237.50,HRLV,0
300347,022413,5000,2008-09-08 00:00:00.000,24063,1663,1,0.00,1653.10,0.00,1691.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.02,0.00,404.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
300382,037003,4671,2007-10-15 00:00:00.000,25166,15,1,0.00,25.50,0.00,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,0.00,0.00,5.50,HRLV,0
200077,019007,8136,2017-04-10 00:00:00.000,27949,11,1,0.00,8.75,0.00,80.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
401346,026202,8189,2017-06-02 00:00:00.000,30053,2411,1,0.00,2595.75,0.00,2336.50,0.00,0.00,0.00,730.00,0.00,0.00,0.00,453.56,0.00,1183.56,0.00,0.00,453.56,0.00,924.31,0.00,0.00,0.00,2336.50,0.00,0.00,0.00,2336.50,HRLV,0
102223,020402,7107,2014-06-16 00:00:00.000,25301,1357,1,0.00,3459.78,0.00,3483.18,0.00,0.00,0.00,525.00,0.00,0.00,0.00,356.59,0.00,881.59,0.00,0.00,356.59,0.00,904.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
102993,033803,7342,2015-02-06 00:00:00.000,30272,799,1,0.00,769.50,0.00,630.00,0.00,0.00,0.00,157.00,0.00,0.00,0.00,801.68,0.00,958.68,0.00,0.00,801.68,0.00,819.18,0.00,0.00,0.00,630.00,0.00,0.00,0.00,630.00,HRLV,0
401378,020006,7363,2015-02-27 00:00:00.000,-1,2139,1,0.00,2415.50,0.00,2382.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.00,0.00,550.25,0.00,0.00,0.00,2382.75,0.00,0.00,0.00,2382.75,HRLV,0
401536,032802,8699,2018-10-25 00:00:00.000,26738,193,1,0.00,1393.00,0.00,1158.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.50,0.00,272.00,0.00,0.00,0.00,1158.50,0.00,0.00,0.00,1158.50,HRLV,0
500420,045203,5569,2010-03-31 00:00:00.000,24559,218,1,0.00,369.00,0.00,211.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,211.00,0.00,0.00,0.00,211.00,HRLV,0
101567,023001,4572,2007-07-08 00:00:00.000,-1,520,1,0.00,252.05,0.00,280.80,206.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
500254,033606,4906,2008-06-06 00:00:00.000,-1,5,1,0.00,5.00,0.00,20.00,0.00,0.00,0.00,120.00,0.00,0.00,0.00,0.00,0.00,120.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
100715,WHXXXX,3866,2005-08-01 00:00:00.000,29070,877,1,0.00,309.99,0.00,263.58,107.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
401204,041903,6058,2011-08-02 00:00:00.000,-1,537,1,0.00,416.50,0.00,274.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.50,0.00,49.25,0.00,0.00,0.00,274.25,0.00,0.00,0.00,274.25,HRLV,0
102797,043405,7951,2016-10-07 00:00:00.000,24668,1828,1,0.00,966.91,0.00,758.66,0.00,5.00,0.00,330.00,0.00,0.00,0.00,348.51,0.00,678.51,0.00,0.00,348.51,0.00,470.26,5.00,0.00,0.00,753.66,0.00,0.00,0.00,753.66,HRLV,0
300354,023401,3968,2005-11-11 00:00:00.000,-1,2296,1,0.00,4892.35,0.00,4776.80,445.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
200078,019008,8199,2017-06-12 00:00:00.000,27952,27,1,0.00,48.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
100150,WHXXXX,3536,2004-09-05 00:00:00.000,23409,2357,1,0.00,3001.15,0.00,2534.10,16.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
650133,021403,5162,2009-02-17 00:00:00.000,-1,20,1,0.00,170.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,20.00,HRLV,0
101626,030608,5080,2008-11-27 00:00:00.000,-1,314,1,0.00,182.08,0.00,105.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.75,0.00,100.27,0.00,0.00,0.00,105.60,0.00,0.00,0.00,105.60,HRLV,0
102409,032202,6538,2012-11-24 00:00:00.000,26511,2899,1,0.00,2020.11,0.00,1567.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,422.58,0.00,704.87,0.00,0.00,0.00,1436.47,0.00,0.00,0.00,1436.47,HRLV,0
103349,031206,7607,2015-10-29 00:00:00.000,26628,611,1,0.00,1030.15,0.00,549.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1056.29,0.00,851.04,0.00,0.00,0.00,549.90,0.00,0.00,0.00,549.90,HRLV,0
300553,032004,6008,2011-06-13 00:00:00.000,29417,705,1,0.00,223.25,0.00,224.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,96.25,0.00,0.00,0.00,224.50,0.00,0.00,0.00,224.50,HRLV,0
500107,WHXXXX,3802,2005-05-29 00:00:00.000,26092,163,1,0.00,310.00,0.00,247.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
500285,043810,6359,2012-05-29 00:00:00.000,24255,60,1,0.00,153.00,0.00,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.00,0.00,166.00,0.00,0.00,0.00,69.00,0.00,0.00,0.00,69.00,HRLV,0
103389,025403,7865,2016-07-13 00:00:00.000,26697,1185,1,0.00,747.50,0.00,511.93,0.00,13.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,791.77,0.00,696.20,13.83,0.00,0.00,498.10,0.00,0.00,0.00,498.10,HRLV,0
103416,011001,7630,2015-11-21 00:00:00.000,28534,3577,1,0.00,4698.50,0.00,3116.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1390.06,0.00,1299.38,0.00,0.00,0.00,3116.82,0.00,0.00,0.00,3116.82,HRLV,0
102750,014003,6931,2013-12-22 00:00:00.000,25742,1273,1,0.00,487.31,0.00,464.27,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.87,0.00,215.83,15.00,0.00,0.00,449.27,0.00,0.00,0.00,449.27,HRLV,0
400295,WHXXXX,4460,2007-03-18 00:00:00.000,25809,979,1,0.00,904.00,0.00,965.50,700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
300250,WHXXXX,2979,2003-02-26 00:00:00.000,23939,80,1,0.00,77.30,0.00,38.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
103138,016604,7123,2014-07-02 00:00:00.000,28423,340,1,0.00,671.50,0.00,711.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,314.28,0.00,475.35,0.00,0.00,0.00,633.40,0.00,0.00,0.00,633.40,HRLV,0
101949,035602,7015,2014-03-16 00:00:00.000,-1,367,1,0.00,248.25,0.00,217.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.66,0.00,98.61,0.00,0.00,0.00,217.20,0.00,0.00,0.00,217.20,HRLV,0
400886,031805,5608,2010-05-09 00:00:00.000,-1,1134,1,0.00,521.75,0.00,488.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,790.50,0.00,738.50,0.00,0.00,0.00,488.75,0.00,0.00,0.00,488.75,HRLV,0
102977,016002,7003,2014-03-04 00:00:00.000,30007,415,1,0.00,380.10,0.00,330.87,0.00,0.00,0.00,176.00,0.00,0.00,0.00,134.58,0.00,310.58,0.00,0.00,134.58,0.00,261.35,0.00,0.00,0.00,330.87,0.00,0.00,0.00,330.87,HRLV,0
102383,022603,6222,2012-01-13 00:00:00.000,28182,90,1,0.00,81.70,0.00,290.90,0.00,0.00,0.00,23.00,0.00,0.00,0.00,86.76,0.00,109.76,0.00,0.00,86.76,0.00,318.96,0.00,0.00,0.00,290.90,0.00,0.00,0.00,290.90,HRLV,0
401398,042611,8152,2017-04-26 00:00:00.000,28025,960,1,0.00,1201.75,0.00,1154.50,0.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,294.75,80.00,0.00,0.00,1074.50,0.00,0.00,0.00,1074.50,HRLV,0
400620,034607,4787,2008-02-08 00:00:00.000,-1,1981,1,0.00,2182.50,0.00,1742.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,398.25,0.00,372.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
400881,034409,5552,2010-03-14 00:00:00.000,-1,1655,1,0.00,1948.50,0.00,1503.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,854.50,0.00,1284.75,0.00,0.00,0.00,1503.75,0.00,0.00,0.00,1503.75,HRLV,0
400613,034405,3254,2003-11-28 00:00:00.000,-1,3827,1,0.00,2621.25,0.00,2019.25,690.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
401239,032602,6969,2014-01-29 00:00:00.000,-1,466,1,0.00,715.00,0.00,604.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,159.75,0.00,249.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
500649,041001,8421,2018-01-20 00:00:00.000,26778,1427,1,0.00,10126.00,0.00,9826.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1424.50,0.00,3658.50,0.00,0.00,0.00,9826.00,0.00,0.00,0.00,9826.00,HRLV,0
500591,050807,7746,2016-03-16 00:00:00.000,26575,175,1,0.00,2943.00,0.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,488.00,0.00,1685.00,0.00,0.00,0.00,3500.00,0.00,0.00,0.00,3500.00,HRLV,0
100908,WHXXXX,4015,2005-12-28 00:00:00.000,27197,826,1,0.00,765.40,0.00,626.35,104.11,0.00,0.00,572.00,361.47,361.47,0.00,0.00,361.47,933.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
102572,011002,6460,2012-09-07 00:00:00.000,30060,2648,1,0.00,5077.00,0.00,4128.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,906.28,0.00,1583.63,0.00,0.00,0.00,4128.75,0.00,0.00,0.00,4128.75,HRLV,0
