SlotMachineKey,AssetNumber,OnFloor,OffFloor,Status,LocationID,Zone,Bank,Position,Denomination,Par,SerialNumber,CabinetTypeID,DisplayID,ManufacturerID,ContributionTypeID,GameCode,Description,GameID,MultiGame,leased,contribution,MaxCoins,CasinoCode,RecordEffectiveDate,RecordTermDate,ManualUpdate,SourceSystem,LoadDTTM
43177,103819,2018-03-20 00:00:00.000,NULL,A,023405,02,"34        ","05 ",0.01,11.2400,W2271302,NULL,7,200022,NULL,V Reel,175C INVADERS MORE MOOLAH M/G 01-05 MD,4981820,0,1,NULL,175,HRLV,2018-03-20 00:00:00.000,2018-03-19 00:00:00.000,0,IGT,2018-09-24 05:30:22.447
35347,300730,2018-01-30 00:00:00.000,NULL,A,027601,02,"76        ","01 ",0.0500,5.5400,942442,46,7,6,NULL,Multi,GAME KING .05-.50 MD,5793576,0,1,NULL,100,HRLV,2018-01-30 00:00:00.000,2018-01-29 00:00:00.000,0,IGT,2018-04-29 05:30:17.740
44029,401549,2018-03-28 00:00:00.000,NULL,A,010404,01,"04        ","04 ",0.25,5.4400,1900346,NULL,7,6,NULL,Multi,BAR .25 PROG G/K 25-2 MD 8L,6233020,0,1,NULL,100,HRLV,2018-03-28 00:00:00.000,2018-03-27 00:00:00.000,0,IGT,2018-10-09 05:30:32.610
27077,650123,2010-05-05 00:00:00.000,2010-05-14 00:00:00.000,I,025001,02,"50        ","01 ",5.0000,0.8400,1100155,55,7,6,NULL,Multi,GAME KING 5-50 MD,6671171,1,0,NULL,5,HRLV,2010-05-05 00:00:00.000,2010-05-14 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
33237,300730,2018-01-30 00:00:00.000,NULL,A,027601,02,"76        ","01 ",0.0500,5.5400,942442,46,7,6,NULL,Multi,GAME KING .05-.50 MD,5793576,0,1,NULL,100,HRLV,2018-01-30 00:00:00.000,2018-01-29 00:00:00.000,0,IGT,2018-03-10 05:30:15.073
37539,300725,2017-12-19 00:00:00.000,NULL,A,027802,02,"78        ","02 ",0.05,5.2000,1938120,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,6571484,0,1,NULL,100,HRLV,2017-12-19 00:00:00.000,2017-12-18 00:00:00.000,0,IGT,2018-06-12 05:30:21.617
42423,103830,2018-05-22 00:00:00.000,NULL,A,035204,03,"52        ","04 ",0.01,11.4800,W2218307,NULL,7,200022,NULL,V Reel,150C ZEUS 01-05 MD,6580232,0,1,NULL,150,HRLV,2018-05-22 00:00:00.000,2018-05-21 00:00:00.000,0,IGT,2018-09-11 05:32:09.780
34316,300728,2017-12-21 00:00:00.000,NULL,A,027805,02,"78        ","05 ",0.0500,5.2000,1956748,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,4671637,0,1,NULL,100,HRLV,2017-12-21 00:00:00.000,2017-12-20 00:00:00.000,0,IGT,2018-04-05 05:30:14.760
41639,103820,2018-03-20 00:00:00.000,NULL,A,023406,02,"34        ","06 ",0.01,11.2400,W2271299,NULL,7,200022,NULL,V Reel,175C INVADERS MORE MOOLAH M/G 01-05 MD,6560872,0,1,NULL,175,HRLV,2018-03-20 00:00:00.000,2018-03-19 00:00:00.000,0,IGT,2018-08-28 05:30:59.653
32759,103806,2018-01-25 00:00:00.000,NULL,A,013002,01,"30        ","02 ",0.0100,11.8400,2391760,11,7,6,NULL,Participation,600C THE VOICE 5L,1358978350,1,0,NULL,600,HRLV,2018-01-25 00:00:00.000,2018-01-24 00:00:00.000,0,IGT,2018-02-25 05:30:14.607
27783,400516,1999-09-21 00:00:00.000,NULL,I,WHXXXX,WH,"XX        ","XX ",0.2500,12.4400,496242,50,7,6,NULL,Reel,400C MNY STRM 01-20 MD,NULL,0,0,NULL,NULL,HRLV,1999-09-21 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
29656,749999,2007-09-14 00:00:00.000,NULL,V,VV0108,VV,"01        ","08 ",10.0000,0.0000,749999,NULL,8,17,NULL,Variance,10.00 VARIANCE GAME,NULL,0,0,NULL,0,HRLV,2007-09-14 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
25992,401137,2011-03-31 00:00:00.000,2012-03-22 00:00:00.000,W,020005,02,"00        ","05 ",0.2500,5.1900,1162347,16,7,6,NULL,Multi,BAR .25 PROG G/K 25-2 MD 8L,4981493,0,0,NULL,100,HRLV,2011-03-31 00:00:00.000,2012-03-22 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
24131,400073,2002-02-05 00:00:00.000,NULL,I,WHXXXX,WH,"XX        ","XX ",0.2500,1.5000,491861,26,7,6,NULL,Reel,3M 10X PAY,NULL,0,0,NULL,NULL,HRLV,2002-02-05 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
43308,103797,2017-12-21 00:00:00.000,NULL,A,022605,02,"26        ","05 ",0.01,12.1000,2065687,NULL,7,6,NULL,V Reel,165C SECERTS OF FOREST 3/1 01-05 MD,5360679,0,1,NULL,165,HRLV,2017-12-21 00:00:00.000,2017-12-20 00:00:00.000,0,IGT,2018-09-26 05:30:22.003
27657,400198,2002-08-14 00:00:00.000,NULL,I,WHXXXX,WH,"XX        ","XX ",0.2500,4.5800,1162334,30,7,6,NULL,Reel,195C HEXBREAKER 01-05 MD,NULL,1,0,NULL,NULL,HRLV,2002-08-14 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
36270,103796,2017-12-21 00:00:00.000,NULL,A,022604,02,"26        ","04 ",0.01,11.1000,2065685,NULL,7,6,NULL,V Reel,297C LOVELY OUTLAWS 01-05 MD,5360670,0,1,NULL,297,HRLV,2017-12-21 00:00:00.000,2017-12-20 00:00:00.000,0,IGT,2018-05-19 05:30:20.943
42445,103811,2018-02-07 00:00:00.000,NULL,A,011603,01,"16        ","03 ",0.01,11.4900,5023857,NULL,7,200022,NULL,V Reel,250C LUNARIS 01-05 MD,4986462,0,1,NULL,250,HRLV,2018-02-07 00:00:00.000,2018-02-06 00:00:00.000,0,IGT,2018-09-11 05:32:09.780
30863,103045,2014-03-11 00:00:00.000,NULL,R,022603,02,"26        ","03 ",0.0100,12.4600,1956740,NULL,7,6,NULL,V Reel,200C WOLF RUN 01-05 MD,4670228,0,1,NULL,200,HRLV,2014-03-11 00:00:00.000,2014-03-10 00:00:00.000,0,IGT,2017-12-21 05:30:12.200
39911,750044,2017-10-11 00:00:00.000,NULL,A,050801,05,"08        ","01 ",25.00,8.5000,2222504,NULL,4,6,NULL,Participation,WOF 2C DBL DIAMOND,1074491868,1,0,NULL,2,HRLV,2017-10-11 00:00:00.000,2017-10-10 00:00:00.000,0,IGT,2018-07-28 05:30:20.613
42402,103795,2017-12-20 00:00:00.000,NULL,A,022603,02,"26        ","03 ",0.01,12.4600,2065674,NULL,7,6,NULL,V Reel,200C WOLF RUN 01-05 MD,5359205,0,1,NULL,200,HRLV,2017-12-20 00:00:00.000,2017-12-19 00:00:00.000,0,IGT,2018-09-10 05:30:20.487
37464,103817,2018-03-14 00:00:00.000,NULL,A,012601,01,"26        ","01 ",0.01,11.9300,1002866,NULL,7,200023,NULL,Participation,400C T/S FEATURE PANDA 4L,5789734,1,0,NULL,400,HRLV,2018-03-14 00:00:00.000,2018-03-13 00:00:00.000,0,IGT,2018-06-11 05:30:21.527
37036,103816,2018-02-27 00:00:00.000,NULL,A,011302,01,"13        ","02 ",0.01,9.5700,2392024,NULL,7,6,NULL,Participation,400C FRT KNX CLEO 5L,1358978323,1,0,NULL,400,HRLV,2018-02-27 00:00:00.000,2018-02-26 00:00:00.000,0,IGT,2018-06-03 05:30:20.223
35751,300718,2017-11-21 00:00:00.000,NULL,A,028605,02,"86        ","05 ",0.05,5.2000,1938123,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,5792557,0,1,NULL,100,HRLV,2017-11-21 00:00:00.000,2017-11-20 00:00:00.000,0,IGT,2018-05-08 05:30:21.423
31433,103791,2017-12-12 00:00:00.000,NULL,A,028205,02,"82        ","05 ",0.0100,11.4900,2065675,NULL,7,6,NULL,V Reel,200C GOLDEN GODDESS 01-05 MD,5367534,0,1,NULL,200,HRLV,2017-12-12 00:00:00.000,2017-12-11 00:00:00.000,0,IGT,2018-01-12 05:30:12.043
40289,103798,2017-12-21 00:00:00.000,NULL,A,022606,02,"26        ","06 ",0.01,11.3000,2065678,NULL,7,6,NULL,V Reel,200C DBL DAVINCI DIA 01-05 MD,5359876,0,1,NULL,200,HRLV,2017-12-21 00:00:00.000,2017-12-20 00:00:00.000,0,IGT,2018-08-04 05:30:21.217
40294,300724,2017-12-19 00:00:00.000,NULL,A,027801,02,"78        ","01 ",0.05,5.2000,1956743,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,4663262,0,1,NULL,100,HRLV,2017-12-19 00:00:00.000,2017-12-18 00:00:00.000,0,IGT,2018-08-04 05:30:21.217
41348,401552,2018-03-29 00:00:00.000,NULL,A,010403,01,"04        ","03 ",0.25,5.4400,1900345,NULL,7,6,NULL,Multi,BAR .25 PROG G/K 25-2 MD 8L,6582342,0,1,NULL,100,HRLV,2018-03-29 00:00:00.000,2018-03-28 00:00:00.000,0,IGT,2018-08-23 05:30:21.757
33906,103813,2018-02-07 00:00:00.000,NULL,A,013202,01,"32        ","02 ",0.0100,11.4700,W2237314,NULL,7,200022,NULL,V Reel,M/G CHEST #7 01-05 MD,5804624,0,1,NULL,250,HRLV,2018-02-07 00:00:00.000,2018-02-06 00:00:00.000,0,IGT,2018-03-27 05:30:15.933
32499,300719,2017-11-21 00:00:00.000,NULL,A,028606,02,"86        ","06 ",0.0500,5.2000,1938122,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,4991686,0,1,NULL,100,HRLV,2017-11-21 00:00:00.000,2017-11-20 00:00:00.000,0,IGT,2018-02-17 05:30:13.880
35173,300717,2017-11-20 00:00:00.000,NULL,A,028604,02,"86        ","04 ",0.0500,5.2000,1938290,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,5799183,0,1,NULL,100,HRLV,2017-11-20 00:00:00.000,2017-11-19 00:00:00.000,0,IGT,2018-04-23 05:30:15.380
28247,102594,2014-06-05 00:00:00.000,2014-06-15 00:00:00.000,I,051403,05,"14        ","03 ",0.0100,12.9600,VIRWS500578,36,7,200015,NULL,V Reel,200C POMPEII 01-05 MD,6233580,0,0,NULL,200,HRLV,2014-06-05 00:00:00.000,2014-06-15 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
38035,103824,2018-04-19 00:00:00.000,NULL,A,024205,02,"42        ","05 ",0.01,11.4500,1001166,NULL,7,200023,NULL,Participation,250C ROYAL CROWN 4L,6226569,1,0,NULL,250,HRLV,2018-04-19 00:00:00.000,2018-04-18 00:00:00.000,0,IGT,2018-06-22 05:30:21.093
28506,103508,2016-02-25 00:00:00.000,2016-06-09 00:00:00.000,I,020206,02,"02        ","06 ",0.0100,12.4300,XAR666948,11,7,200027,NULL,V Reel,300C OOT DRAGON QUEST,4988992,0,0,NULL,300,HRLV,2016-02-25 00:00:00.000,2016-06-09 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
36488,300718,2017-11-21 00:00:00.000,NULL,A,028605,02,"86        ","05 ",0.05,5.2000,1938123,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,5792557,0,1,NULL,100,HRLV,2017-11-21 00:00:00.000,2017-11-20 00:00:00.000,0,IGT,2018-05-23 05:30:20.500
45739,103712,2017-05-31 00:00:00.000,NULL,L,012203,01,"22        ","03 ",0.01,13.0200,ARC133774,NULL,7,200015,NULL,Participation,375C WALKING DEAD II 4L,6582336,1,0,NULL,375,HRLV,2017-05-31 00:00:00.000,2017-05-30 00:00:00.000,0,IGT,2018-11-05 05:30:28.013
42908,300728,2017-12-21 00:00:00.000,NULL,A,027805,02,"78        ","05 ",0.05,5.2000,1956748,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,4671637,0,1,NULL,100,HRLV,2017-12-21 00:00:00.000,2017-12-20 00:00:00.000,0,IGT,2018-09-19 05:30:22.500
30383,500568,2013-04-04 00:00:00.000,NULL,R,060003,06,"00        ","03 ",1.0000,1.5700,1900345,16,7,6,NULL,Multi,BAR G/K 1-10 MD,6582342,0,1,NULL,100,HRLV,2013-04-04 00:00:00.000,2013-04-03 00:00:00.000,0,IGT,2017-10-17 05:30:15.970
35240,103820,2018-03-20 00:00:00.000,NULL,A,023406,02,"34        ","06 ",0.0100,11.2400,W2271299,NULL,7,200022,NULL,V Reel,175C INVADERS MORE MOOLAH M/G 01-05 MD,6560872,0,1,NULL,175,HRLV,2018-03-20 00:00:00.000,2018-03-19 00:00:00.000,0,IGT,2018-04-27 05:30:15.753
33847,103791,2017-12-12 00:00:00.000,NULL,A,028205,02,"82        ","05 ",0.0100,11.4900,2065675,NULL,7,6,NULL,V Reel,200C GOLDEN GODDESS 01-05 MD,5367534,0,1,NULL,200,HRLV,2017-12-12 00:00:00.000,2017-12-11 00:00:00.000,0,IGT,2018-03-25 05:30:15.847
28683,800008,2002-06-10 00:00:00.000,NULL,I,WHXXXX,WH,"XX        ","XX ",100.0000,4.1000,1173025,27,7,6,NULL,Reel,2M TRPL DBL STARS,NULL,1,0,NULL,NULL,HRLV,2002-06-10 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
26016,401149,2011-03-31 00:00:00.000,2012-04-09 00:00:00.000,W,020104,02,"01        ","04 ",0.2500,5.6900,1162333,16,7,6,NULL,Multi,"BAR $ PRG G/K 25-2 MD 8L ",6226378,0,0,NULL,100,HRLV,2011-03-31 00:00:00.000,2012-04-09 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
36789,103797,2017-12-21 00:00:00.000,NULL,A,022605,02,"26        ","05 ",0.01,12.1000,2065687,NULL,7,6,NULL,V Reel,165C SECERTS OF FOREST 3/1 01-05 MD,5360679,0,1,NULL,165,HRLV,2017-12-21 00:00:00.000,2017-12-20 00:00:00.000,0,IGT,2018-05-29 05:30:22.420
33091,500650,2018-01-25 00:00:00.000,NULL,A,014401,01,"44        ","01 ",1.0000,13.9900,2221903,33,4,6,NULL,Participation,MEGA PINK DIAMOND,1358957769,1,0,NULL,3,HRLV,2018-01-25 00:00:00.000,2018-01-24 00:00:00.000,0,IGT,2018-03-06 05:30:14.320
36300,401550,2018-03-29 00:00:00.000,NULL,A,010401,01,"04        ","01 ",0.25,5.4400,1903902,NULL,7,6,NULL,Multi,BAR .25 PROG G/K 25-2 MD 8L,6225977,0,1,NULL,100,HRLV,2018-03-29 00:00:00.000,2018-03-28 00:00:00.000,0,IGT,2018-05-20 05:30:22.010
45541,401553,2018-04-12 00:00:00.000,NULL,A,042802,04,"28        ","02 ",0.25,13.0000,2366894,NULL,4,6,NULL,Participation,WOF TRPL GLD GLD SPIN,1358958438,1,0,NULL,10,HRLV,2018-04-12 00:00:00.000,2018-04-11 00:00:00.000,0,IGT,2018-11-02 05:30:21.103
42247,103840,2018-07-26 00:00:00.000,NULL,A,042702,04,"27        ","02 ",0.01,10.5900,HXU8003921,NULL,7,200015,NULL,V Reel,500C FAB RICHES 01-25 MD 1L,4989334,0,1,NULL,500,HRLV,2018-07-26 00:00:00.000,2018-07-25 00:00:00.000,0,IGT,2018-09-08 05:30:19.933
38038,401551,2018-03-29 00:00:00.000,NULL,A,010402,01,"04        ","02 ",0.25,5.4400,1900348,NULL,7,6,NULL,Multi,BAR .25 PROG G/K 25-2 MD 8L,4986732,0,1,NULL,100,HRLV,2018-03-29 00:00:00.000,2018-03-28 00:00:00.000,0,IGT,2018-06-22 05:30:21.093
33994,103805,2018-01-25 00:00:00.000,NULL,A,013001,01,"30        ","01 ",0.0100,11.8400,2391759,11,7,6,NULL,Participation,600C THE VOICE 5L,1358978256,1,0,NULL,600,HRLV,2018-01-25 00:00:00.000,2018-01-24 00:00:00.000,0,IGT,2018-03-29 05:30:15.390
30673,103777,2017-10-11 00:00:00.000,NULL,A,020602,02,"06        ","02 ",0.0100,12.3600,HXS8004804,15,7,200015,NULL,Participation,250C DUMB & DUMBER 4L,6577433,1,0,NULL,250,HRLV,2017-10-11 00:00:00.000,2017-10-10 00:00:00.000,0,IGT,2017-12-09 05:30:13.300
23586,100516,2004-12-21 00:00:00.000,NULL,I,WHXXXX,WH,"XX        ","XX ",0.0100,3.4800,1144470,25,7,6,NULL,Reel,G/K 5-25 MD,NULL,1,0,NULL,NULL,HRLV,2004-12-21 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
33877,300729,2017-12-21 00:00:00.000,NULL,A,027806,02,"78        ","06 ",0.0500,5.2000,1956745,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,4663482,0,1,NULL,100,HRLV,2017-12-21 00:00:00.000,2017-12-20 00:00:00.000,0,IGT,2018-03-26 05:30:15.050
36686,300729,2017-12-21 00:00:00.000,NULL,A,027806,02,"78        ","06 ",0.05,5.2000,1956745,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,4663482,0,1,NULL,100,HRLV,2017-12-21 00:00:00.000,2017-12-20 00:00:00.000,0,IGT,2018-05-27 05:30:22.470
36507,401549,2018-03-28 00:00:00.000,NULL,A,010404,01,"04        ","04 ",0.25,5.4400,1900346,NULL,7,6,NULL,Multi,BAR .25 PROG G/K 25-2 MD 8L,6233020,0,1,NULL,100,HRLV,2018-03-28 00:00:00.000,2018-03-27 00:00:00.000,0,IGT,2018-05-24 05:30:20.707
27752,400485,2002-06-06 00:00:00.000,NULL,I,WHXXXX,WH,"XX        ","XX ",0.2500,10.4800,1171663,58,7,200022,NULL,Reel,100C AMERICAN ORG 01-20 MD,NULL,0,0,NULL,NULL,HRLV,2002-06-06 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
37042,103812,2018-02-07 00:00:00.000,NULL,A,011604,01,"16        ","04 ",0.01,11.8800,5023850,NULL,7,200022,NULL,V Reel,250C OPEN KIMONO 01-05 MD,4988848,0,1,NULL,250,HRLV,2018-02-07 00:00:00.000,2018-02-06 00:00:00.000,0,IGT,2018-06-03 05:30:20.223
30283,103128,2014-05-15 00:00:00.000,NULL,A,020205,02,"02        ","05 ",0.0100,10.9400,B131295499,36,11,2,NULL,Slot,150C BLK GLD F/G FEVER 5L,4986636,0,0,NULL,150,HRLV,2014-05-15 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
26761,103706,2017-05-18 00:00:00.000,NULL,A,032602,03,"26        ","02 ",0.0100,11.0900,ARC141342,NULL,7,200015,NULL,V Reel,600C HPY PGY GLD BONZ 4L,6577572,0,0,NULL,600,HRLV,2017-05-18 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
39107,103817,2018-03-14 00:00:00.000,NULL,A,012601,01,"26        ","01 ",0.01,11.9300,1002866,NULL,7,200023,NULL,Participation,400C T/S FEATURE PANDA 4L,5789734,1,0,NULL,400,HRLV,2018-03-14 00:00:00.000,2018-03-13 00:00:00.000,0,IGT,2018-07-14 05:30:22.143
25380,101030,2007-03-27 00:00:00.000,NULL,I,WHXXXX,WH,"XX        ","XX ",0.0100,9.5000,1801541,29,7,6,NULL,Reel,200C DAVINCI DIA 01-20 MD,NULL,1,0,NULL,NULL,HRLV,2007-03-27 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
28726,500487,2011-03-15 00:00:00.000,2011-06-30 00:00:00.000,I,050406,05,"04        ","06 ",1.0000,1.2300,1034206,46,7,6,NULL,Multi,9L SPIN PKR 1-5 MD,6235231,1,1,NULL,45,HRLV,2011-03-15 00:00:00.000,2011-06-30 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
32717,103813,2018-02-07 00:00:00.000,NULL,A,013202,01,"32        ","02 ",0.0100,11.4700,W2237314,NULL,7,200022,NULL,V Reel,M/G CHEST #7 01-05 MD,5804624,0,1,NULL,250,HRLV,2018-02-07 00:00:00.000,2018-02-06 00:00:00.000,0,IGT,2018-02-24 05:30:14.787
26886,401005,2012-05-14 00:00:00.000,2012-05-17 00:00:00.000,I,036805,03,"68        ","05 ",0.2500,4.8200,1137584,23,7,6,NULL,Multi,GAME KING 25-1 MD,6555689,0,0,NULL,16,HRLV,2012-05-14 00:00:00.000,2012-05-17 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
40468,103791,2017-12-12 00:00:00.000,NULL,A,028205,02,"82        ","05 ",0.01,11.4900,2065675,NULL,7,6,NULL,V Reel,200C GOLDEN GODDESS 01-05 MD,5367534,0,1,NULL,200,HRLV,2017-12-12 00:00:00.000,2017-12-11 00:00:00.000,0,IGT,2018-08-07 05:30:27.687
43986,300730,2018-01-30 00:00:00.000,NULL,A,027601,02,"76        ","01 ",0.05,5.5400,942442,NULL,7,6,NULL,Multi,GAME KING .05-.50 MD,5793576,0,1,NULL,100,HRLV,2018-01-30 00:00:00.000,2018-01-29 00:00:00.000,0,IGT,2018-10-08 05:30:21.883
26375,500560,2013-04-04 00:00:00.000,NULL,A,051801,05,"18        ","01 ",1.0000,1.5700,1956176,1,7,6,NULL,Multi,BAR G/K 1-10 MD,4654129,1,0,NULL,100,HRLV,2013-04-04 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
26425,102215,2010-09-02 00:00:00.000,2010-12-31 00:00:00.000,I,037401,03,"74        ","01 ",0.0100,11.9600,023220US,NULL,7,200023,NULL,V Reel,250C SHEN LONG,6689000,0,0,NULL,250,HRLV,2010-09-02 00:00:00.000,2010-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
23682,100797,2005-05-11 00:00:00.000,NULL,I,WHXXXX,WH,"XX        ","XX ",0.0100,11.2300,1264869,27,7,6,NULL,Reel,400C MNY STRM 01-20 MD,NULL,1,0,NULL,NULL,HRLV,2005-05-11 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
37040,103813,2018-02-07 00:00:00.000,NULL,A,013202,01,"32        ","02 ",0.01,11.4700,W2237314,NULL,7,200022,NULL,V Reel,M/G CHEST #7 01-05 MD,5804624,0,1,NULL,250,HRLV,2018-02-07 00:00:00.000,2018-02-06 00:00:00.000,0,IGT,2018-06-03 05:30:20.223
32004,300724,2017-12-19 00:00:00.000,NULL,A,027801,02,"78        ","01 ",0.0500,5.2000,1956743,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,4663262,0,1,NULL,100,HRLV,2017-12-19 00:00:00.000,2017-12-18 00:00:00.000,0,IGT,2018-02-03 05:30:13.280
32909,300728,2017-12-21 00:00:00.000,NULL,A,027805,02,"78        ","05 ",0.0500,5.2000,1956748,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,4671637,0,1,NULL,100,HRLV,2017-12-21 00:00:00.000,2017-12-20 00:00:00.000,0,IGT,2018-03-01 05:30:14.397
34837,300717,2017-11-20 00:00:00.000,NULL,A,028604,02,"86        ","04 ",0.0500,5.2000,1938290,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,5799183,0,1,NULL,100,HRLV,2017-11-20 00:00:00.000,2017-11-19 00:00:00.000,0,IGT,2018-04-16 05:30:14.847
36084,300725,2017-12-19 00:00:00.000,NULL,A,027802,02,"78        ","02 ",0.05,5.2000,1938120,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,6571484,0,1,NULL,100,HRLV,2017-12-19 00:00:00.000,2017-12-18 00:00:00.000,0,IGT,2018-05-15 05:30:21.680
37656,103777,2017-10-11 00:00:00.000,NULL,A,020602,02,"06        ","02 ",0.01,12.3600,HXS8004804,NULL,7,200015,NULL,Participation,250C DUMB & DUMBER 4L,6577433,1,0,NULL,250,HRLV,2017-10-11 00:00:00.000,2017-10-10 00:00:00.000,0,IGT,2018-06-14 05:30:22.813
31971,300727,2017-12-22 00:00:00.000,NULL,A,027804,02,"78        ","04 ",0.0500,5.2000,1956744,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,4982124,0,1,NULL,100,HRLV,2017-12-22 00:00:00.000,2017-12-21 00:00:00.000,0,IGT,2018-02-02 05:30:14.683
29685,750033,2009-12-22 00:00:00.000,2010-08-09 00:00:00.000,I,061005,06,"10        ","05 ",25.0000,4.9900,1172077,13,4,6,NULL,Slot,2M DBL DIA DLX 25-100 MD,4987832,1,0,NULL,2,HRLV,2009-12-22 00:00:00.000,2010-08-09 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
36491,300716,2017-11-14 00:00:00.000,NULL,A,027402,02,"74        ","02 ",0.05,4.7400,1034206,NULL,7,6,NULL,Multi,GAME KING 05-50 MD,6235231,0,1,NULL,100,HRLV,2017-11-14 00:00:00.000,2017-11-13 00:00:00.000,0,IGT,2018-05-23 05:30:20.500
41817,103813,2018-02-07 00:00:00.000,NULL,A,013202,01,"32        ","02 ",0.01,11.4700,W2237314,NULL,7,200022,NULL,V Reel,M/G CHEST #7 01-05 MD,5804624,0,1,NULL,250,HRLV,2018-02-07 00:00:00.000,2018-02-06 00:00:00.000,0,IGT,2018-08-31 05:30:20.673
40433,401553,2018-04-12 00:00:00.000,NULL,A,042802,04,"28        ","02 ",0.25,13.0000,2366894,NULL,4,6,NULL,Participation,WOF TRPL GLD GLD SPIN,1358958438,1,0,NULL,10,HRLV,2018-04-12 00:00:00.000,2018-04-11 00:00:00.000,0,IGT,2018-08-07 05:30:27.687
34297,103822,2018-03-29 00:00:00.000,NULL,A,031203,03,"12        ","03 ",0.0100,12.0000,13002244,NULL,7,200025,NULL,V Reel,500C STARRY NIGHT 01-05 MD,4657577,0,1,NULL,500,HRLV,2018-03-29 00:00:00.000,2018-03-28 00:00:00.000,0,IGT,2018-04-05 05:30:14.760
38794,103813,2018-02-07 00:00:00.000,NULL,A,013202,01,"32        ","02 ",0.01,11.4700,W2237314,NULL,7,200022,NULL,V Reel,M/G CHEST #7 01-05 MD,5804624,0,1,NULL,250,HRLV,2018-02-07 00:00:00.000,2018-02-06 00:00:00.000,0,IGT,2018-07-08 05:30:19.700
37918,300716,2017-11-14 00:00:00.000,NULL,A,027402,02,"74        ","02 ",0.05,4.7400,1034206,NULL,7,6,NULL,Multi,GAME KING 05-50 MD,6235231,0,1,NULL,100,HRLV,2017-11-14 00:00:00.000,2017-11-13 00:00:00.000,0,IGT,2018-06-19 05:30:21.160
25082,300545,2010-09-15 00:00:00.000,2011-05-12 00:00:00.000,I,044605,04,"46        ","05 ",0.0500,6.0000,942046,55,7,6,NULL,Multi,GAME KING 05-25 MD,5805451,0,0,NULL,100,HRLV,2010-09-15 00:00:00.000,2011-05-12 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
26458,102255,2010-11-02 00:00:00.000,2011-05-26 00:00:00.000,I,036605,03,"66        ","05 ",0.0100,9.9900,VIIWS200943,NULL,7,200015,NULL,V Reel,250C SIRENAS GOLD,5791712,0,0,NULL,250,HRLV,2010-11-02 00:00:00.000,2011-05-26 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
36948,300727,2017-12-22 00:00:00.000,NULL,A,027804,02,"78        ","04 ",0.05,5.2000,1956744,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,4982124,0,1,NULL,100,HRLV,2017-12-22 00:00:00.000,2017-12-21 00:00:00.000,0,IGT,2018-06-01 05:30:22.163
33536,103816,2018-02-27 00:00:00.000,NULL,A,011302,01,"13        ","02 ",0.0100,9.5700,2392024,11,7,6,NULL,Participation,400C FRT KNX CLEO 5L,1358978323,1,0,NULL,400,HRLV,2018-02-27 00:00:00.000,2018-02-26 00:00:00.000,0,IGT,2018-03-18 05:30:15.287
