SlotMachineKey,AssetNumber,OnFloor,OffFloor,Status,LocationID,Zone,Bank,Position,Denomination,Par,SerialNumber,CabinetTypeID,DisplayID,ManufacturerID,ContributionTypeID,GameCode,Description,GameID,MultiGame,leased,contribution,MaxCoins,CasinoCode,RecordEffectiveDate,RecordTermDate,ManualUpdate,SourceSystem,LoadDTTM
32742,103784,2017-11-21 00:00:00.000,NULL,A,028202,02,"82        ","02 ",0.0100,12.5000,2065683,NULL,7,6,NULL,V Reel,180C TEXAS TEA 01-05 MD,5362821,0,1,NULL,180,HRLV,2017-11-21 00:00:00.000,2017-11-20 00:00:00.000,0,IGT,2018-02-24 05:30:14.787
34905,103811,2018-02-07 00:00:00.000,NULL,A,011603,01,"16        ","03 ",0.0100,11.4900,5023857,11,7,200022,NULL,V Reel,250C LUNARIS 01-05 MD,4986462,0,1,NULL,250,HRLV,2018-02-07 00:00:00.000,2018-02-06 00:00:00.000,0,IGT,2018-04-18 05:30:15.793
37657,103831,2018-06-07 00:00:00.000,NULL,A,028204,02,"82        ","04 ",0.01,10.1000,2065676,NULL,7,6,NULL,V Reel,250C FIRE PEARL 01-05 MD,5366269,0,1,NULL,250,HRLV,2018-06-07 00:00:00.000,2018-06-06 00:00:00.000,0,IGT,2018-06-15 05:30:20.443
30727,300718,2017-11-21 00:00:00.000,NULL,A,028605,02,"86        ","05 ",0.0500,7.5400,1938123,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,5792557,0,1,NULL,100,HRLV,2017-11-21 00:00:00.000,2017-11-20 00:00:00.000,0,IGT,2017-12-13 05:30:12.630
34084,103812,2018-02-07 00:00:00.000,NULL,A,011604,01,"16        ","04 ",0.0100,11.8800,5023850,11,7,200022,NULL,V Reel,250C OPEN KIMONO 01-05 MD,4988848,0,1,NULL,250,HRLV,2018-02-07 00:00:00.000,2018-02-06 00:00:00.000,0,IGT,2018-03-31 05:30:17.670
30983,103777,2017-10-11 00:00:00.000,NULL,A,020602,02,"06        ","02 ",0.0100,12.3600,HXS8004804,15,7,200015,NULL,Participation,250C DUMB & DUMBER 4L,6577433,1,0,NULL,250,HRLV,2017-10-11 00:00:00.000,2017-10-10 00:00:00.000,0,IGT,2017-12-26 05:30:11.793
41761,103811,2018-02-07 00:00:00.000,NULL,A,011603,01,"16        ","03 ",0.01,11.4900,5023857,NULL,7,200022,NULL,V Reel,250C LUNARIS 01-05 MD,4986462,0,1,NULL,250,HRLV,2018-02-07 00:00:00.000,2018-02-06 00:00:00.000,0,IGT,2018-08-30 05:30:29.880
31065,103793,2017-12-20 00:00:00.000,NULL,A,022601,02,"26        ","01 ",0.0100,11.4900,2065682,NULL,7,6,NULL,V Reel,200C GOLDEN GODDESS 01-05 MD,5358664,0,1,NULL,200,HRLV,2017-12-20 00:00:00.000,2017-12-19 00:00:00.000,0,IGT,2017-12-30 05:30:12.233
24755,102552,2012-04-26 00:00:00.000,2014-12-04 00:00:00.000,S,033404,03,"34        ","04 ",0.0100,10.0200,1861084,33,7,6,NULL,Participation,300C HANGOVER 2/1 M/P 4L,5332188,0,1,NULL,300,HRLV,2012-04-26 00:00:00.000,2014-12-04 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
33583,500650,2018-01-25 00:00:00.000,NULL,A,014401,01,"44        ","01 ",1.0000,13.9900,2221903,33,4,6,NULL,Participation,MEGA PINK DIAMOND,1358957769,1,0,NULL,3,HRLV,2018-01-25 00:00:00.000,2018-01-24 00:00:00.000,0,IGT,2018-03-19 05:30:16.670
28133,103270,2015-09-04 00:00:00.000,2015-12-07 00:00:00.000,I,011802,01,"18        ","02 ",0.0100,11.2600,N45535,NULL,11,200019,NULL,Slot,160C KINGDOM OT WOLF 4L,5801087,0,0,NULL,160,HRLV,2015-09-04 00:00:00.000,2015-12-07 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
44171,300725,2017-12-19 00:00:00.000,NULL,A,027802,02,"78        ","02 ",0.05,5.2000,1938120,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,6571484,0,1,NULL,100,HRLV,2017-12-19 00:00:00.000,2017-12-18 00:00:00.000,0,IGT,2018-10-11 05:32:54.580
31234,103794,2017-12-20 00:00:00.000,NULL,A,022602,02,"26        ","02 ",0.0100,11.4700,2065684,NULL,7,6,NULL,V Reel,200C BLACK WIDOW 01-05 MD,5365516,0,1,NULL,200,HRLV,2017-12-20 00:00:00.000,2017-12-19 00:00:00.000,0,IGT,2018-01-05 05:30:12.927
39616,300719,2017-11-21 00:00:00.000,NULL,A,028606,02,"86        ","06 ",0.05,5.2000,1938122,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,4991686,0,1,NULL,100,HRLV,2017-11-21 00:00:00.000,2017-11-20 00:00:00.000,0,IGT,2018-07-23 05:30:19.697
38902,103812,2018-02-07 00:00:00.000,NULL,A,011604,01,"16        ","04 ",0.01,11.8800,5023850,NULL,7,200022,NULL,V Reel,250C OPEN KIMONO 01-05 MD,4988848,0,1,NULL,250,HRLV,2018-02-07 00:00:00.000,2018-02-06 00:00:00.000,0,IGT,2018-07-10 05:30:21.673
42732,300730,2018-01-30 00:00:00.000,NULL,A,027601,02,"76        ","01 ",0.05,5.5400,942442,NULL,7,6,NULL,Multi,GAME KING .05-.50 MD,5793576,0,1,NULL,100,HRLV,2018-01-30 00:00:00.000,2018-01-29 00:00:00.000,0,IGT,2018-09-16 05:30:30.120
28288,103756,2017-09-13 00:00:00.000,NULL,A,023406,02,"34        ","06 ",0.0100,11.9700,W2271299,NULL,7,200022,NULL,V Reel,200C MASTODON 01-05 MD,6560872,1,0,NULL,200,HRLV,2017-09-13 00:00:00.000,2017-09-12 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
39872,401552,2018-03-29 00:00:00.000,NULL,A,010403,01,"04        ","03 ",0.25,5.4400,1900345,NULL,7,6,NULL,Multi,BAR .25 PROG G/K 25-2 MD 8L,6582342,0,1,NULL,100,HRLV,2018-03-29 00:00:00.000,2018-03-28 00:00:00.000,0,IGT,2018-07-28 05:30:20.613
25423,101073,2006-05-09 00:00:00.000,NULL,I,WHXXXX,WH,"XX        ","XX ",0.0100,5.9900,976429,54,7,6,NULL,Reel,GAME KING 05-1 MD,NULL,1,0,NULL,NULL,HRLV,2006-05-09 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
28923,100382,2004-06-10 00:00:00.000,NULL,I,WHXXXX,WH,"XX        ","XX ",0.0100,4.3800,1162341,30,7,6,NULL,Reel,BAR G/K 2L .25 MD,NULL,1,0,NULL,NULL,HRLV,2004-06-10 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
23670,100785,2005-03-17 00:00:00.000,NULL,I,WHXXXX,WH,"XX        ","XX ",0.0100,11.2400,1137605,35,7,6,NULL,Reel,200C TOTALLY PUZZ 01-20 MD,NULL,1,0,NULL,NULL,HRLV,2005-03-17 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
27998,401126,2011-03-29 00:00:00.000,2012-08-06 00:00:00.000,I,042605,04,"26        ","05 ",0.2500,5.9700,1956153,1,7,6,NULL,Multi,BAR $ PRG G/K 25-2 MD 8L,4669416,1,0,NULL,100,HRLV,2011-03-29 00:00:00.000,2012-08-06 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
26711,103394,2015-08-21 00:00:00.000,NULL,A,022202,02,"22        ","02 ",0.0100,12.1100,2219924,11,4,6,NULL,Slot,200C HRT TRPL DIA F/G 01-05 MD,5345039,1,0,NULL,200,HRLV,2015-08-21 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
24309,650036,2003-02-13 00:00:00.000,NULL,I,WHXXXX,WH,"XX        ","XX ",5.0000,7.4800,1112500,52,7,6,NULL,Reel,200C CHEZ TABASCO 01-20 MD,NULL,0,0,NULL,NULL,HRLV,2003-02-13 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
41300,103816,2018-02-27 00:00:00.000,NULL,A,011302,01,"13        ","02 ",0.01,9.5700,2392024,NULL,7,6,NULL,Participation,400C FRT KNX CLEO 5L,1358978323,1,0,NULL,400,HRLV,2018-02-27 00:00:00.000,2018-02-26 00:00:00.000,0,IGT,2018-08-22 05:32:17.970
39014,300728,2017-12-21 00:00:00.000,NULL,A,027805,02,"78        ","05 ",0.05,5.2000,1956748,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,4671637,0,1,NULL,100,HRLV,2017-12-21 00:00:00.000,2017-12-20 00:00:00.000,0,IGT,2018-07-12 05:30:20.173
31857,103790,2017-12-07 00:00:00.000,NULL,A,028206,02,"82        ","06 ",0.0100,11.4700,2065680,NULL,7,6,NULL,V Reel,200C BLACK WIDOW 01-05 MD,5366270,0,1,NULL,200,HRLV,2017-12-07 00:00:00.000,2017-12-06 00:00:00.000,0,IGT,2018-01-27 05:30:14.230
42053,300728,2017-12-21 00:00:00.000,NULL,A,027805,02,"78        ","05 ",0.05,5.2000,1956748,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,4671637,0,1,NULL,100,HRLV,2017-12-21 00:00:00.000,2017-12-20 00:00:00.000,0,IGT,2018-09-04 05:30:22.023
24194,500040,2007-05-29 00:00:00.000,NULL,I,WHXXXX,WH,"XX        ","XX ",1.0000,5.1500,S040444867,50,7,2,NULL,Reel,2B3M BLAZING 7S 1L,NULL,0,0,NULL,NULL,HRLV,2007-05-29 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
32070,103784,2017-11-21 00:00:00.000,NULL,A,028202,02,"82        ","02 ",0.0100,12.5000,2065683,NULL,7,6,NULL,V Reel,180C TEXAS TEA 01-05 MD,5362821,0,1,NULL,180,HRLV,2017-11-21 00:00:00.000,2017-11-20 00:00:00.000,0,IGT,2018-02-05 05:30:12.970
24773,300652,2013-05-22 00:00:00.000,2015-04-16 00:00:00.000,I,013405,01,"34        ","05 ",0.0500,0.6700,2065675,NULL,7,6,NULL,Action,ULTIMATE X PKR 05-25 MD,5367534,1,1,NULL,50,HRLV,2013-05-22 00:00:00.000,2015-04-16 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
42160,103811,2018-02-07 00:00:00.000,NULL,A,011603,01,"16        ","03 ",0.01,11.4900,5023857,NULL,7,200022,NULL,V Reel,250C LUNARIS 01-05 MD,4986462,0,1,NULL,250,HRLV,2018-02-07 00:00:00.000,2018-02-06 00:00:00.000,0,IGT,2018-09-06 05:31:01.253
35447,103796,2017-12-21 00:00:00.000,NULL,A,022604,02,"26        ","04 ",0.0100,11.1000,2065685,NULL,7,6,NULL,V Reel,297C LOVELY OUTLAWS 01-05 MD,5360670,0,1,NULL,297,NULL,2017-12-21 00:00:00.000,2017-12-20 00:00:00.000,0,NULL,2018-05-01 05:30:15.163
26830,102309,2010-11-22 00:00:00.000,2011-02-17 00:00:00.000,I,041604,04,"16        ","04 ",0.0100,10.0600,1801544,36,7,6,NULL,V Reel,200C 100 WOLVES 01-05 MD,4987266,1,0,NULL,200,HRLV,2010-11-22 00:00:00.000,2011-02-17 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
34975,300720,2017-12-05 00:00:00.000,NULL,A,027403,02,"74        ","03 ",0.0500,4.7400,1034219,46,7,6,NULL,Multi,GAME KING 05-50 MD,6688137,0,1,NULL,100,HRLV,2017-12-05 00:00:00.000,2017-12-04 00:00:00.000,0,IGT,2018-04-19 05:30:14.950
35434,103818,2018-03-15 00:00:00.000,NULL,A,012602,01,"26        ","02 ",0.0100,11.9300,1002867,33,7,200023,NULL,Participation,400C T/S FEATURE PANDA 4L,4981373,1,0,NULL,400,NULL,2018-03-15 00:00:00.000,2018-03-14 00:00:00.000,0,NULL,2018-05-01 05:30:15.163
37249,103811,2018-02-07 00:00:00.000,NULL,A,011603,01,"16        ","03 ",0.01,11.4900,5023857,NULL,7,200022,NULL,V Reel,250C LUNARIS 01-05 MD,4986462,0,1,NULL,250,HRLV,2018-02-07 00:00:00.000,2018-02-06 00:00:00.000,0,IGT,2018-06-07 05:30:19.603
35248,103811,2018-02-07 00:00:00.000,NULL,A,011603,01,"16        ","03 ",0.0100,11.4900,5023857,11,7,200022,NULL,V Reel,250C LUNARIS 01-05 MD,4986462,0,1,NULL,250,HRLV,2018-02-07 00:00:00.000,2018-02-06 00:00:00.000,0,IGT,2018-04-27 05:30:15.753
41613,300717,2017-11-20 00:00:00.000,NULL,A,028604,02,"86        ","04 ",0.05,5.2000,1938290,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,5799183,0,1,NULL,100,HRLV,2017-11-20 00:00:00.000,2017-11-19 00:00:00.000,0,IGT,2018-08-27 05:30:20.760
27772,400505,1998-01-01 00:00:00.000,NULL,I,WHXXXX,WH,"XX        ","XX ",0.2500,3.9000,490663,26,7,6,NULL,Reel,DW 4/9/12 2L,NULL,0,0,NULL,NULL,HRLV,1998-01-01 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
33992,103812,2018-02-07 00:00:00.000,NULL,A,011604,01,"16        ","04 ",0.0100,11.8800,5023850,11,7,200022,NULL,V Reel,250C OPEN KIMONO 01-05 MD,4988848,0,1,NULL,250,HRLV,2018-02-07 00:00:00.000,2018-02-06 00:00:00.000,0,IGT,2018-03-29 05:30:15.390
29038,100683,2003-11-19 00:00:00.000,NULL,I,WHXXXX,WH,"XX        ","XX ",0.0100,11.1500,1105869,27,7,6,NULL,Reel,200C MUNSTER 01-10 MD,NULL,1,0,NULL,NULL,HRLV,2003-11-19 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
40416,300717,2017-11-20 00:00:00.000,NULL,A,028604,02,"86        ","04 ",0.05,5.2000,1938290,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,5799183,0,1,NULL,100,HRLV,2017-11-20 00:00:00.000,2017-11-19 00:00:00.000,0,IGT,2018-08-06 05:30:21.450
43183,500651,2018-02-14 00:00:00.000,NULL,A,043103,04,"31        ","03 ",1.00,11.0000,2082425,NULL,4,6,NULL,Participation,WOF 5L PINK DIA,5359498,1,0,NULL,5,HRLV,2018-02-14 00:00:00.000,2018-02-13 00:00:00.000,0,IGT,2018-09-24 05:30:22.447
43166,103829,2018-05-22 00:00:00.000,NULL,A,035201,03,"52        ","01 ",0.01,11.5200,W2218314,NULL,7,200022,NULL,V Reel,150C CRYSTAL FOREST 01-05 MD,6235276,0,1,NULL,150,HRLV,2018-05-22 00:00:00.000,2018-05-21 00:00:00.000,0,IGT,2018-09-24 05:30:22.447
39293,300718,2017-11-21 00:00:00.000,NULL,A,028605,02,"86        ","05 ",0.05,5.2000,1938123,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,5792557,0,1,NULL,100,HRLV,2017-11-21 00:00:00.000,2017-11-20 00:00:00.000,0,IGT,2018-07-17 05:30:21.847
42493,103819,2018-03-20 00:00:00.000,NULL,A,023405,02,"34        ","05 ",0.01,11.2400,W2271302,NULL,7,200022,NULL,V Reel,175C INVADERS MORE MOOLAH M/G 01-05 MD,4981820,0,1,NULL,175,HRLV,2018-03-20 00:00:00.000,2018-03-19 00:00:00.000,0,IGT,2018-09-12 05:32:28.437
37940,103818,2018-03-15 00:00:00.000,NULL,A,012602,01,"26        ","02 ",0.01,11.9300,1002867,NULL,7,200023,NULL,Participation,400C T/S FEATURE PANDA 4L,4981373,1,0,NULL,400,HRLV,2018-03-15 00:00:00.000,2018-03-14 00:00:00.000,0,IGT,2018-06-20 05:30:19.820
35394,103812,2018-02-07 00:00:00.000,NULL,A,011604,01,"16        ","04 ",0.0100,11.8800,5023850,11,7,200022,NULL,V Reel,250C OPEN KIMONO 01-05 MD,4988848,0,1,NULL,250,HRLV,2018-02-07 00:00:00.000,2018-02-06 00:00:00.000,0,IGT,2018-04-30 05:30:15.207
35886,103798,2017-12-21 00:00:00.000,NULL,A,022606,02,"26        ","06 ",0.01,11.3000,2065678,NULL,7,6,NULL,V Reel,200C DBL DAVINCI DIA 01-05 MD,5359876,0,1,NULL,200,HRLV,2017-12-21 00:00:00.000,2017-12-20 00:00:00.000,0,IGT,2018-05-11 05:30:21.517
25665,101498,2008-04-16 00:00:00.000,2008-04-18 00:00:00.000,I,022604,02,"26        ","04 ",0.0100,14.4800,1428514,53,4,6,NULL,Slot,180C DBL DOLLARS 1L,NULL,0,0,NULL,180,HRLV,2008-04-16 00:00:00.000,2008-04-18 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
40373,103829,2018-05-22 00:00:00.000,NULL,A,035201,03,"52        ","01 ",0.01,11.5200,W2218314,NULL,7,200022,NULL,V Reel,150C CRYSTAL FOREST 01-05 MD,6235276,0,1,NULL,150,HRLV,2018-05-22 00:00:00.000,2018-05-21 00:00:00.000,0,IGT,2018-08-06 05:30:21.450
23902,300025,2002-01-29 00:00:00.000,NULL,I,WHXXXX,WH,"XX        ","XX ",0.0500,5.0400,976784,17,7,6,NULL,Reel,200M SPR JKPT PRTY 01-10 MD,NULL,1,0,NULL,NULL,HRLV,2002-01-29 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
34889,103823,2018-04-04 00:00:00.000,NULL,A,032004,03,"20        ","04 ",0.0100,11.8800,5023851,11,7,200022,NULL,V Reel,M/G CHEST HD #4 01-05 MD,4988644,0,1,NULL,200,HRLV,2018-04-04 00:00:00.000,2018-04-03 00:00:00.000,0,IGT,2018-04-18 05:30:15.793
26332,400979,2010-01-27 00:00:00.000,2010-08-09 00:00:00.000,I,021403,02,"14        ","03 ",0.2500,2.7000,V091033045,11,7,2,NULL,Roulette,ROULETTE .25-1 MD,5798281,1,0,NULL,15543,HRLV,2010-01-27 00:00:00.000,2010-08-09 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
42836,103820,2018-03-20 00:00:00.000,NULL,A,023406,02,"34        ","06 ",0.01,11.2400,W2271299,NULL,7,200022,NULL,V Reel,175C INVADERS MORE MOOLAH M/G 01-05 MD,6560872,0,1,NULL,175,HRLV,2018-03-20 00:00:00.000,2018-03-19 00:00:00.000,0,IGT,2018-09-18 05:30:20.877
30055,401353,2015-08-31 00:00:00.000,NULL,A,026203,02,"62        ","03 ",0.2500,12.5000,2072101,33,4,6,NULL,Participation,WOF 5L TRPL DBL EMERALDS,5367421,0,1,NULL,5,HRLV,2015-08-31 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
42842,103810,2018-02-09 00:00:00.000,NULL,A,022806,02,"28        ","06 ",0.01,11.9300,100316,NULL,7,200019,NULL,V Reel,225C ASTRONOMICAL MAGIC 01-05 MD,4666488,0,1,NULL,225,HRLV,2018-02-09 00:00:00.000,2018-02-08 00:00:00.000,0,IGT,2018-09-18 05:30:20.877
41520,401550,2018-03-29 00:00:00.000,NULL,A,010401,01,"04        ","01 ",0.25,5.4400,1903902,NULL,7,6,NULL,Multi,BAR .25 PROG G/K 25-2 MD 8L,6225977,0,1,NULL,100,HRLV,2018-03-29 00:00:00.000,2018-03-28 00:00:00.000,0,IGT,2018-08-26 05:30:21.960
31945,300724,2017-12-19 00:00:00.000,NULL,A,027801,02,"78        ","01 ",0.0500,5.2000,1956743,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,4663262,0,1,NULL,100,HRLV,2017-12-19 00:00:00.000,2017-12-18 00:00:00.000,0,IGT,2018-02-01 05:30:13.617
33232,103810,2018-02-09 00:00:00.000,NULL,A,022806,02,"28        ","06 ",0.0100,11.9300,100316,45,7,200019,NULL,V Reel,225C ASTRONOMICAL MAGIC 01-05 MD,4666488,0,1,NULL,225,HRLV,2018-02-09 00:00:00.000,2018-02-08 00:00:00.000,0,IGT,2018-03-10 05:30:15.073
37597,300718,2017-11-21 00:00:00.000,NULL,A,028605,02,"86        ","05 ",0.05,5.2000,1938123,NULL,7,6,NULL,Multi,GAME KING .05-1 MD,5792557,0,1,NULL,100,HRLV,2017-11-21 00:00:00.000,2017-11-20 00:00:00.000,0,IGT,2018-06-13 05:30:21.967
27029,401089,2010-09-28 00:00:00.000,2010-11-04 00:00:00.000,I,020405,02,"04        ","05 ",0.2500,3.8200,1374314,15,7,6,NULL,Multi,WHEEL PKR 25-1 MD,6584862,1,1,NULL,6,HRLV,2010-09-28 00:00:00.000,2010-11-04 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
34347,103818,2018-03-15 00:00:00.000,NULL,A,012602,01,"26        ","02 ",0.0100,11.9300,1002867,33,7,200023,NULL,Participation,400C T/S FEATURE PANDA 4L,4981373,1,0,NULL,400,HRLV,2018-03-15 00:00:00.000,2018-03-14 00:00:00.000,0,IGT,2018-04-06 05:30:14.860
29563,400219,2002-09-25 00:00:00.000,NULL,I,WHXXXX,WH,"XX        ","XX ",0.2500,9.9800,1172072,52,7,6,NULL,Reel,GAME KING .01 MD,NULL,0,0,NULL,NULL,HRLV,2002-09-25 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
30846,103792,2017-12-13 00:00:00.000,NULL,A,028204,02,"82        ","04 ",0.0100,11.4900,2065676,NULL,7,6,NULL,V Reel,200C DANGEROUS BEAUTY 01-05 MD,5366269,0,1,NULL,200,HRLV,2017-12-13 00:00:00.000,2017-12-12 00:00:00.000,0,IGT,2017-12-20 05:30:12.037
38213,103812,2018-02-07 00:00:00.000,NULL,A,011604,01,"16        ","04 ",0.01,11.8800,5023850,NULL,7,200022,NULL,V Reel,250C OPEN KIMONO 01-05 MD,4988848,0,1,NULL,250,HRLV,2018-02-07 00:00:00.000,2018-02-06 00:00:00.000,0,IGT,2018-06-25 05:30:21.600
29180,300677,2014-10-28 00:00:00.000,NULL,A,044602,04,"46        ","02 ",0.0500,5.4500,942050,55,7,6,NULL,Multi,GAME KING .05-.50 MD,4996880,1,0,NULL,100,HRLV,2014-10-28 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
32195,103806,2018-01-25 00:00:00.000,NULL,A,013002,01,"30        ","02 ",0.0100,11.8400,2391760,11,7,6,NULL,Participation,600C THE VOICE 5L,1358978350,1,0,NULL,600,HRLV,2018-01-25 00:00:00.000,2018-01-24 00:00:00.000,0,IGT,2018-02-09 05:30:11.827
40673,103816,2018-02-27 00:00:00.000,NULL,A,011302,01,"13        ","02 ",0.01,9.5700,2392024,NULL,7,6,NULL,Participation,400C FRT KNX CLEO 5L,1358978323,1,0,NULL,400,HRLV,2018-02-27 00:00:00.000,2018-02-26 00:00:00.000,0,IGT,2018-08-11 05:30:22.803
36121,500650,2018-01-25 00:00:00.000,NULL,A,014401,01,"44        ","01 ",1.00,13.9900,2221903,NULL,4,6,NULL,Participation,MEGA PINK DIAMOND,1358957769,1,0,NULL,3,HRLV,2018-01-25 00:00:00.000,2018-01-24 00:00:00.000,0,IGT,2018-05-16 05:30:24.410
36484,103792,2017-12-13 00:00:00.000,NULL,A,028204,02,"82        ","04 ",0.01,11.4900,2065676,NULL,7,6,NULL,V Reel,200C DANGEROUS BEAUTY 01-05 MD,5366269,0,1,NULL,200,HRLV,2017-12-13 00:00:00.000,2017-12-12 00:00:00.000,0,IGT,2018-05-23 05:30:20.500
39719,103797,2017-12-21 00:00:00.000,NULL,A,022605,02,"26        ","05 ",0.01,12.1000,2065687,NULL,7,6,NULL,V Reel,165C SECERTS OF FOREST 3/1 01-05 MD,5360679,0,1,NULL,165,HRLV,2017-12-21 00:00:00.000,2017-12-20 00:00:00.000,0,IGT,2018-07-25 05:30:22.843
32981,103806,2018-01-25 00:00:00.000,NULL,A,013002,01,"30        ","02 ",0.0100,11.8400,2391760,11,7,6,NULL,Participation,600C THE VOICE 5L,1358978350,1,0,NULL,600,HRLV,2018-01-25 00:00:00.000,2018-01-24 00:00:00.000,0,IGT,2018-03-03 05:30:15.533
41977,401549,2018-03-28 00:00:00.000,NULL,A,010404,01,"04        ","04 ",0.25,5.4400,1900346,NULL,7,6,NULL,Multi,BAR .25 PROG G/K 25-2 MD 8L,6233020,0,1,NULL,100,HRLV,2018-03-28 00:00:00.000,2018-03-27 00:00:00.000,0,IGT,2018-09-03 05:30:20.497
29461,300396,2007-09-25 00:00:00.000,2008-08-04 00:00:00.000,I,041002,04,"10        ","02 ",0.0500,5.9900,976789,55,7,6,NULL,Multi,GAME KING 05 TO 25 MD,NULL,0,0,NULL,100,HRLV,2007-09-25 00:00:00.000,2008-08-04 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
35151,300730,2018-01-30 00:00:00.000,NULL,A,027601,02,"76        ","01 ",0.0500,5.5400,942442,46,7,6,NULL,Multi,GAME KING .05-.50 MD,5793576,0,1,NULL,100,HRLV,2018-01-30 00:00:00.000,2018-01-29 00:00:00.000,0,IGT,2018-04-23 05:30:15.380
25624,101459,2007-01-25 00:00:00.000,NULL,I,WHXXXX,WH,"XX        ","XX ",0.0100,9.9600,W2142101,35,7,200022,NULL,Reel,150C MYSTICAL DRAGON,NULL,0,0,NULL,NULL,HRLV,2007-01-25 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
40330,103817,2018-03-14 00:00:00.000,NULL,A,012601,01,"26        ","01 ",0.01,11.9300,1002866,NULL,7,200023,NULL,Participation,400C T/S FEATURE PANDA 4L,5789734,1,0,NULL,400,HRLV,2018-03-14 00:00:00.000,2018-03-13 00:00:00.000,0,IGT,2018-08-05 05:30:21.690
27943,200075,2015-05-13 00:00:00.000,NULL,A,019005,01,"90        ","05 ",0.0200,5.1900,1100086,16,7,6,NULL,Multi,BAR .25 PRG G/K 25-2 MD 8L,4986419,0,0,NULL,100,HRLV,2015-05-13 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
40008,103798,2017-12-21 00:00:00.000,NULL,A,022606,02,"26        ","06 ",0.01,11.3000,2065678,NULL,7,6,NULL,V Reel,200C DBL DAVINCI DIA 01-05 MD,5359876,0,1,NULL,200,HRLV,2017-12-21 00:00:00.000,2017-12-20 00:00:00.000,0,IGT,2018-07-30 05:30:20.597
39884,103810,2018-02-09 00:00:00.000,NULL,A,022806,02,"28        ","06 ",0.01,11.9300,100316,NULL,7,200019,NULL,V Reel,225C ASTRONOMICAL MAGIC 01-05 MD,4666488,0,1,NULL,225,HRLV,2018-02-09 00:00:00.000,2018-02-08 00:00:00.000,0,IGT,2018-07-28 05:30:20.613
35296,103813,2018-02-07 00:00:00.000,NULL,A,013202,01,"32        ","02 ",0.0100,11.4700,W2237314,NULL,7,200022,NULL,V Reel,M/G CHEST #7 01-05 MD,5804624,0,1,NULL,250,HRLV,2018-02-07 00:00:00.000,2018-02-06 00:00:00.000,0,IGT,2018-04-28 05:30:15.343
34956,103812,2018-02-07 00:00:00.000,NULL,A,011604,01,"16        ","04 ",0.0100,11.8800,5023850,11,7,200022,NULL,V Reel,250C OPEN KIMONO 01-05 MD,4988848,0,1,NULL,250,HRLV,2018-02-07 00:00:00.000,2018-02-06 00:00:00.000,0,IGT,2018-04-19 05:30:14.950
23563,100493,2007-05-31 00:00:00.000,NULL,I,WHXXXX,WH,"XX        ","XX ",0.0100,4.3000,942049,27,7,6,NULL,Reel,BLACKJACK 1-5 MD,NULL,1,0,NULL,NULL,HRLV,2007-05-31 00:00:00.000,5999-12-31 00:00:00.000,0,IGT,2017-10-09 06:59:05.607
34264,103812,2018-02-07 00:00:00.000,NULL,A,011604,01,"16        ","04 ",0.0100,11.8800,5023850,11,7,200022,NULL,V Reel,250C OPEN KIMONO 01-05 MD,4988848,0,1,NULL,250,HRLV,2018-02-07 00:00:00.000,2018-02-06 00:00:00.000,0,IGT,2018-04-04 05:30:15.093
